title,location,area,bed,bath,price
บ้านเดี่ยว หมู่บ้าน เดอะ ซิตี้ พหลโยธิน หลังมุม,"สายไหม, สายไหม, กรุงเทพมหานคร",57 ตร.ว.,3,3,"8,750,000"
ขายบ้านเดี่ยว หมู่บ้าน คาซ่า วิลล์ วัชรพล-สุขาภิบาล 5 (CASA VILLE Watcharapon – Sukapiban 5),"ออเงิน, สายไหม, กรุงเทพมหานคร",52.5 ตร.ว.,6,6,"5,300,000"
บ้านพร้อมที่ดิน นวธานี ตกแต่งสวนสวยงามร่มรื่น,"รามอินทรา, คันนายาว, กรุงเทพมหานคร",12 ตร.ว.,3,5,"75,000,000"
บ้าน 3 ชั้น ซอยนาคนิวาส รีโนเวทใหม่ทั้งหลัง,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",27 ตร.ว.,4,2,"4,500,000"
บ้านเดี่ยว 3 ชั้น สไตล์ Minimal Luxury รามอินทรา อนุสาวรีย์ บางเขน ท่าแร้ง,"อนุสาวรีย์, บางเขน, กรุงเทพมหานคร",55 ตร.ว.,5,4,"8,800,000"
ขายขาดทุน บ้านเดี่ยว 2ชั้น หลังมุม หมู่บ้านเดอะแกรนด์บางนา-วงแหวน,"ประเวศ, ประเวศ, กรุงเทพมหานคร",123 ตร.ว.,4,5,"19,900,000"
บ้านสร้างเอง 3 ชั้น พร้อมออฟฟิศ พระราม 3 - ช่องนนทรี  ใกล้ทางด่วนภูมิพล,"ช่องนนทรี, ยานนาวา, กรุงเทพมหานคร",126.8 ตร.ว.,7,7,"50,000,000"
บ้านเดี่ยว สร้างเอง ถนนประชาอุทิศ ทุ่งครุ ทำเลดี,"ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร",100 ตร.ว.,4,3,"5,500,000"
ขายถูกมาก บ้านเดี่ยว 2 ชั้น ม พร้อมพัฒน์ 1 บ้านติดสวน ถนน ปัญญาอินทรา เลียบคลองสอง ใกล้ หทัยราษฏร์ 39 วัดแป้นทอง มีนบุรี คลองสามวา เลียบคลองสอง ซาฟารีเวิลด์ ปัญญาอินทรา นิมิตใหม่ ไทยรามัญ ทางด่วนจตุโชติ กรุงเทพมหานคร *บ้านอยู่แถวเลียบคลองสอง เลี้ยวขวาเข้า,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร","91,440 ตร.ว.",3,2,"3,200,000"
บ้านสร้างเอง หลังริม หนองบอน-ประเวศ เฉลิมพระเกียรติ ร. 9,"หนองบอน, ประเวศ, กรุงเทพมหานคร",101 ตร.ว.,4,4,"14,200,000"
บ้านเดี่ยวThe Grand Bangna WongWean เดอะแกรนด์ บางนา วงแหวน บ้านใหม่ ไม่เคยเข้าอยู่,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",110 ตร.ว.,3,3,"26,000,000"
บ้านเดี่ยว เดอะแกรนด์ บางนา-วงแหวน ตกแต่งสวยงาม บ้านตัวอย่างโครงการ,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",101 ตร.ว.,4,3,"26,000,000"
บ้านเดี่ยวครึ่งตึกครึ่งไม้ ในซอยอ่อนนุช เดินทางสะดวก หาของกินง่าย,"ประเวศ, ประเวศ, กรุงเทพมหานคร",52 ตร.ว.,2,2,"2,600,000"
บ้านเดี่ยว 2 ชั้น  78 ตร. ว. หมู่บ้านเคซีโฮม1 ซอยนิมิตรใหม่40 ถนนนิมิตรใหม่,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",78 ตร.ว.,4,3,"3,900,000"
บ้านเดี่ยว 2 ชั้น  52.4 ตร. ว. หมู่บ้านเต็มสิริพาร์ค2 ซอยมิตรไมตรี19 ถนนสุวินทวงศ์,"คู้ฝั่งเหนือ, หนองจอก, กรุงเทพมหานคร",52.5 ตร.ว.,4,2,"3,000,000"
บ้านเดี่ยว 2 ชั้น  308.2 ตร. ว. ซอยทองสุข แยก1 ซอยสุขสวัสดิ์30 แยก10 ถนนสุขสวัสดิ์,"ราษฎร์บูรณะ, ราษฎร์บูรณะ, กรุงเทพมหานคร",308.3 ตร.ว.,5,5,"24,000,000"
บ้านแฝด 2 ชั้น  37.1 ตร. ว. หมู่บ้านโนเบิล เกเบิล คันโซ วัชรพล ห้าแยกวัชรพล ถนนพหลโยธิน,"คลองถนน, สายไหม, กรุงเทพมหานคร",37 ตร.ว.,3,3,"5,900,000"
บ้านเดี่ยว 2 ชั้น  40 ตร. ว. ถนนศรีนครินทร์  ซอยวชิรธรรมสาธิต57 แยก26,"บางจาก, พระโขนง, กรุงเทพมหานคร",40 ตร.ว.,3,2,"4,450,000"
บ้านแฝด 3 ชั้น  40 ตร. ว. หมู่บ้านศุภาลัย เอสเซ็นส์ ลาดพร้าว ซอยลาดพร้าว107 ถนนลาดพร้าว,"คลองจั่น, บางกะปิ, กรุงเทพมหานคร",40 ตร.ว.,4,4,"8,990,000"
บ้านเดี่ยว 2 ชั้น  130.5 ตร. ว. หมู่บ้านรามอินทรา พระยาสุเรนทร์  ซอยพระยาสุเรนทร์3 ถนนรามอินทรา,"คันนายาว, คันนายาว, กรุงเทพมหานคร",130.5 ตร.ว.,3,3,"10,000,000"
บ้านเดี่ยว 2 ชั้น  59.8 ตร. ว. หมู่บ้านเซนโทร รามอินทรา จตุโชติ ซอยวงศกร1 ถนนรามอินทรา,"ออเงิน, สายไหม, กรุงเทพมหานคร",59.8 ตร.ว.,4,5,"8,500,000"
บ้านเดี่ยว 2 ชั้น  111.7 ตร. ว. หมู่บ้านชมวิว ซอยเพชรเกษม81 ถนนเพชรเกษม,"หนองแขม, หนองแขม, กรุงเทพมหานคร",111.8 ตร.ว.,4,3,"5,500,000"
บ้านเดี่ยว 2 ชั้น 72 ตร. ว. ใกล้เซ็นทรัลลาดพร้าว  ซอยลาดพร้าว35 แยก6-1 ถนนลาดพร้าว,"จันทรเกษม, จตุจักร, กรุงเทพมหานคร",72 ตร.ว.,5,5,"10,800,000"
บ้านเดี่ยว 2 ชั้น  51.5 ตร. ว. หมู่บ้านเพ็ญศิริ4 ซอยเลียบวารี25/1 ถนนเลียบวารี,"โคกแฝด, หนองจอก, กรุงเทพมหานคร",51.5 ตร.ว.,3,3,"4,500,000"
บ้านเดี่ยว 2 ชั้น  79.4 ตร. ว. หมู่บ้านโรยัล ปาร์ค วิลล์  ซอยสุวินทวงศ์44 ถนนสุวินทวงศ์,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",79.5 ตร.ว.,3,3,"4,850,000"
บ้านเดี่ยว 2 ชั้น  59.9 ตร. ว. หมู่บ้านธัญรดา วัชรพล  ห้าแยกวัชรพล ถนนพหลโยธิน,"คลองถนน, สายไหม, กรุงเทพมหานคร",60 ตร.ว.,3,2,"4,490,000"
บ้านเดี่ยวครึ่งตึกครึ่งไม้ ในซอยอ่อนนุช เดินทางสะดวก หาของกินง่าย,"ประเวศ, ประเวศ, กรุงเทพมหานคร",52 ตร.ว.,2,2,"2,600,000"
บ้านเดี่ยว 2 ชั้น  78 ตร. ว. หมู่บ้านเคซีโฮม1 ซอยนิมิตรใหม่40 ถนนนิมิตรใหม่,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",78 ตร.ว.,4,3,"3,900,000"
บ้านเดี่ยว 2 ชั้น  52.4 ตร. ว. หมู่บ้านเต็มสิริพาร์ค2 ซอยมิตรไมตรี19 ถนนสุวินทวงศ์,"คู้ฝั่งเหนือ, หนองจอก, กรุงเทพมหานคร",52.5 ตร.ว.,4,2,"3,000,000"
บ้านเดี่ยว 2 ชั้น  308.2 ตร. ว. ซอยทองสุข แยก1 ซอยสุขสวัสดิ์30 แยก10 ถนนสุขสวัสดิ์,"ราษฎร์บูรณะ, ราษฎร์บูรณะ, กรุงเทพมหานคร",308.3 ตร.ว.,5,5,"24,000,000"
บ้านแฝด 2 ชั้น  37.1 ตร. ว. หมู่บ้านโนเบิล เกเบิล คันโซ วัชรพล ห้าแยกวัชรพล ถนนพหลโยธิน,"คลองถนน, สายไหม, กรุงเทพมหานคร",37 ตร.ว.,3,3,"5,900,000"
บ้านเดี่ยว 2 ชั้น  40 ตร. ว. ถนนศรีนครินทร์  ซอยวชิรธรรมสาธิต57 แยก26,"บางจาก, พระโขนง, กรุงเทพมหานคร",40 ตร.ว.,3,2,"4,450,000"
บ้านแฝด 3 ชั้น  40 ตร. ว. หมู่บ้านศุภาลัย เอสเซ็นส์ ลาดพร้าว ซอยลาดพร้าว107 ถนนลาดพร้าว,"คลองจั่น, บางกะปิ, กรุงเทพมหานคร",40 ตร.ว.,4,4,"8,990,000"
บ้านเดี่ยว 2 ชั้น  130.5 ตร. ว. หมู่บ้านรามอินทรา พระยาสุเรนทร์  ซอยพระยาสุเรนทร์3 ถนนรามอินทรา,"คันนายาว, คันนายาว, กรุงเทพมหานคร",130.5 ตร.ว.,3,3,"10,000,000"
บ้านเดี่ยว 2 ชั้น  59.8 ตร. ว. หมู่บ้านเซนโทร รามอินทรา จตุโชติ ซอยวงศกร1 ถนนรามอินทรา,"ออเงิน, สายไหม, กรุงเทพมหานคร",59.8 ตร.ว.,4,5,"8,500,000"
บ้านเดี่ยว 2 ชั้น  111.7 ตร. ว. หมู่บ้านชมวิว ซอยเพชรเกษม81 ถนนเพชรเกษม,"หนองแขม, หนองแขม, กรุงเทพมหานคร",111.8 ตร.ว.,4,3,"5,500,000"
บ้านเดี่ยว 2 ชั้น 72 ตร. ว. ใกล้เซ็นทรัลลาดพร้าว  ซอยลาดพร้าว35 แยก6-1 ถนนลาดพร้าว,"จันทรเกษม, จตุจักร, กรุงเทพมหานคร",72 ตร.ว.,5,5,"10,800,000"
บ้านเดี่ยว 2 ชั้น  51.5 ตร. ว. หมู่บ้านเพ็ญศิริ4 ซอยเลียบวารี25/1 ถนนเลียบวารี,"โคกแฝด, หนองจอก, กรุงเทพมหานคร",51.5 ตร.ว.,3,3,"4,500,000"
บ้านเดี่ยว 2 ชั้น  79.4 ตร. ว. หมู่บ้านโรยัล ปาร์ค วิลล์  ซอยสุวินทวงศ์44 ถนนสุวินทวงศ์,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",79.5 ตร.ว.,3,3,"4,850,000"
บ้านเดี่ยว 2 ชั้น  59.9 ตร. ว. หมู่บ้านธัญรดา วัชรพล  ห้าแยกวัชรพล ถนนพหลโยธิน,"คลองถนน, สายไหม, กรุงเทพมหานคร",60 ตร.ว.,3,2,"4,490,000"
บ้านเดี่ยว 1.5 ชั้น  200 ตร. ว. ใกล้ตลาดถนอมมิตร ใกล้เพลินนารีมอลล์ ถนนสุขาภิบาล5 ซอย5 ถนนรามอินทรา,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",200 ตร.ว.,6,3,"12,500,000"
บ้านเดี่ยว 2 ชั้น  50.6 ตร. ว. หมู่บ้านคาซ่าวิลล์ วงแหวนรามคำแหง2 ซอยมีสทีน ถนนรามคำแหง,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",50.5 ตร.ว.,3,3,"6,290,000"
บ้านเดี่ยว 2 ชั้น  72 ตร. ว. หมู่บ้านเฟอร์เฟคเพลส รามคำแหง164 ซอยรามคำแหง164 ถนนรามคำแหง,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",72 ตร.ว.,3,3,"8,500,000"
ขาย บ้านเดี่ยวสไตล์โมเดิร์น 3 ชั้น สุขุมวิท 101/1,"บางจาก, พระโขนง, กรุงเทพมหานคร",85 ตร.ว.,3,3,"20,000,000"
ขายบ้านเดี่ยว หมู่บ้านพิบูลย์ จรัญสนิทวงศ์ 35 ตลิ่งชัน กรุงเทพมหานคร,"บางพรม, ตลิ่งชัน, กรุงเทพมหานคร",61 ตร.ว.,5,3,"17,500,000"
ขายบ้านเดี่ยว หมู่บ้านภัสสร เพรสทีจ อ่อนนุช (Passorn Prestige Onnut) กรุงเทพมหานคร,"ประเวศ, ประเวศ, กรุงเทพมหานคร",50.5 ตร.ว.,3,2,"6,000,000"
บ้านเดี่ยว คุณาลัยบางขุนเทียน ปรับปรุงใหม่ทั้งหลัง - 920091022-103,"ท่าข้าม, บางขุนเทียน, กรุงเทพมหานคร",50 ตร.ว.,5,3,"4,700,000"
ขายบ้านเดี่ยวสราญสิริ รามอินทรา 1 - 920091058-15,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",41.8 ตร.ว.,3,3,"5,850,000"
41603 - ขายบ้านเดี่ยว 2 ชั้น 162 ตร. ว. ลาดพร้าว 48,"สามเสนนอก, ห้วยขวาง, กรุงเทพมหานคร",115.5 ตร.ว.,4,5,"26,000,000"
บ้าน  4 นอน ห้องสวย,"พระโขนง, คลองเตย, กรุงเทพมหานคร",24.8 ตร.ว.,4,4,"50,000,000"
บ้าน  6 นอน ห้องใหญ่,"บางจาก, พระโขนง, กรุงเทพมหานคร",120 ตร.ว.,6,6,"15,400,000"
บ้าน   ห้องกว้าง,"ลาดยาว, จตุจักร, กรุงเทพมหานคร",256.3 ตร.ว.,7,8,"120,000,000"
ขายด่วน! บ้านเดี่ยว 3 ชั้น หมู่บ้านพร้อมมิตร ซ. สุขุมวิท 49/1 เนื้อที่ 37 ตร. ว. เขตวัฒนา กรุงเทพฯ,"คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร",37 ตร.ว.,4,5,"45,000,000"
บ้านเดี่ยว ปัญจทรัพย์ พาร์ค บรมราชชนนี - 920091046-49,"ทวีวัฒนา, ทวีวัฒนา, กรุงเทพมหานคร",73 ตร.ว.,4,4,"9,400,000"
Single house Ramintra 34 Road BTS Pink Line - 920071044-279,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",76 ตร.ว.,3,2,"10,000,000"
D5921 - ขายบ้านเดี่ยว :       โครงการบ้านฟ้ากรีนพาร์ครอยัล ธนบุรี กรุงเทพมหานคร (064-6654666),"บางมด, จอมทอง, กรุงเทพมหานคร",54 ตร.ว.,3,3,"3,570,000"
บ้านเดี่ยว สร้างเอง ถนนรามอินทรา อนุสาวรีย์ บางเขน ทำเลดี,"อนุสาวรีย์, บางเขน, กรุงเทพมหานคร",51 ตร.ว.,4,2,"3,650,000"
ขายด่วน ! The City pattanakarn เฟอร์นิเจอร์และเครื่องใช้ไฟฟ้าครบ ตกแต่งสวย คุ้มค่า คุ้มราคา,"ประเวศ, ประเวศ, กรุงเทพมหานคร",60 ตร.ว.,4,3,"18,000,000"
บ้านสร้างเอง บางระมาด ตลิ่งชัน พร้อมอยู่ทำเลดี ใกล้เดอะมอลล์บางแค,"บางระมาด, ตลิ่งชัน, กรุงเทพมหานคร",89 ตร.ว.,4,3,"5,800,000"
บ้านเดี่ยว แกรนดิโอ ลาดพร้าว-เกษตรนวมินทร์ ทำเลดี,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",51.5 ตร.ว.,4,4,"9,000,000"
ขาย บ้านเดี่ยวย่านพระราม9-รามคำแหง 5 นอน,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",95 ตร.ว.,5,6,"24,500,000"
บ้านพร้อมที่ดินทำเลทอง กลางเมืองหลังหัวหมาก 24 บ้านเดี่ยว พร้อมที่ดินกว้างๆ,"หัวหมาก, บางกะปิ, กรุงเทพมหานคร",299 ตร.ว.,3,2,"42,000,000"
41689 - ขายบ้านเดี่ยว 3 ชั้น เนื้อที่ 217 ตร. ว. ถนนสุขุมวิท 77,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",150 ตร.ว.,3,4,"35,000,000"
บ้าน  3 นอน ห้องใหญ่,"คลองเตย, คลองเตย, กรุงเทพมหานคร",110 ตร.ว.,3,4,"29,000,000"
บ้าน  4 นอน ห้องกว้าง,"สะพานสอง, วังทองหลาง, กรุงเทพมหานคร",175 ตร.ว.,4,5,"59,900,000"
บ้าน  4 นอน ห้องกว้าง,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",75 ตร.ว.,4,5,"19,900,000"
บ้านเดี่ยว  2 ชั้น  19 ตร. ว. ใกล้ BTS อ่อนนุช  ซอยสุขุมวิท81 ถนนสุขุมวิท,"พระโขนงเหนือ, วัฒนา, กรุงเทพมหานคร",19 ตร.ว.,3,2,"5,600,000"
H651HH-ขายบ้านเดี่ยว 2 ชั้น  ถ. สุขุมวิท 56 ทำเลดี พื้นที่กว้าง สิ่งอำนวยความสะดวกครบ,"บางจาก, พระโขนง, กรุงเทพมหานคร",97 ตร.ว.,2,4,"16,490,000"
บ้าน  5 นอน ห้องใหญ่,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",87.5 ตร.ว.,5,5,"13,900,000"
บ้านเดี่ยว/โฮมออฟฟิซ  50ตร. ว.  2นอน 2ห้องน้ำ,"หนองค้างพลู, หนองแขม, กรุงเทพมหานคร",50 ตร.ว.,2,2,"2,790,000"
ทาวน์โฮม หมู่บ้าน นาราวัลย์ ซอย เพชรเกษม 63,"หลักสอง, บางแค, กรุงเทพมหานคร",20 ตร.ว.,3,3,"3,190,000"
บ้านเดี่ยว หมู่บ้าน สิริมณี หทัยราษฎร์ 39,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",40 ตร.ว.,3,2,"2,950,000"
"ขายบ้านเดี่ยวชั้นเดียว 74 ตร. ว ย่านนวมินทร์ ศรีบูรพา บางกะปิ ใกล้เดอะมอลล์บางกะปิ , สวนนวมินทร์ภิรมย์","คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",74 ตร.ว.,4,2,"5,500,000"
ขายบ้านเดี่ยว หมู่บ้านชื่นกมลนิเวศน์ 5 รามอินทรา 60 กรุงเทพมหานคร,"หัวหมาก, บางกะปิ, กรุงเทพมหานคร",144 ตร.ว.,4,3,"8,200,000"
บ้าน  4 นอน ตกแต่งสวย,"ประเวศ, ประเวศ, กรุงเทพมหานคร",43.8 ตร.ว.,4,3,"8,790,000"
ราคาดี ถูกกว่าราคาตลาดถึง 53.8%!! บ้านเดี่ยวหลังใหญ่ 4 นอน 3 น้ำ 230 ตร. ม. / ขายบ้านมือสองหลุดจำนอง,"บางบอนเหนือ, บางบอน, กรุงเทพมหานคร",22.8 ตร.ว.,4,3,"6,600,000"
ขาย บ้านเดี่ยว  3 ชั้น + Rooftop ปรับปรุงใหม่ในซอยเจริญนคร 34-40,"คลองต้นไทร, คลองสาน, กรุงเทพมหานคร",36 ตร.ว.,4,3,"12,800,000"
ขายบ้านเดี่ยว หมู่บ้านซีรีน เพชรเกษม-พุทธมณฑลสาย 3 (Zerene Petchkasem) กรุงเทพฯ,"หนองค้างพลู, หนองแขม, กรุงเทพมหานคร",52.5 ตร.ว.,4,3,"8,250,000"
ขายบ้านเดี่ยว2 ชั้น หมู่บ้านRK Home Park2  พื้นที่ 54 ตารางวา 4 ห้องนอน 4 ห้องน้ำ ถ. พัฒนาชนบท3 คลองสองต้นนุ่น ลาดกระบัง กทม. โรงเรียนสารสาสน์วิเทศ ร่มเกล้า รถไฟฟ้า แอร์พอร์ตลิ้งค์,"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",54 ตร.ว.,4,4,"5,700,000"
ขายบ้านแฝด 2 ชั้น หมู่บ้าน พร้อมพัฒน์ ไพร์ม รามอินทรา  ถนนปัญญารามอินทรา ซอยหทัยราฎร์39,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",35 ตร.ว.,3,2,"3,490,000"
ขายด่วนบ้านเดี่ยว เนื้อที่ 76.0 ตารางวา บางกอกน้อย กรุงเทพมหานคร,"อรุณอมรินทร์, บางกอกน้อย, กรุงเทพมหานคร",76 ตร.ว.,3,3,"9,000,000"
ขายบ้านเดี่ยว บ้านงามเจริญ พาร์คอเวนิว ท่าข้าม-พระราม 2 พร้อมเฟอร์นิเจอร์ทั้งหลัง,"ท่าข้าม, บางขุนเทียน, กรุงเทพมหานคร",63 ตร.ว.,3,3,"6,500,000"
ขายบ้านเดี่ยว 3 ชั้น หมู่บ้าน Nirvana Beyond เกษตร-นวมินทร์,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",59 ตร.ว.,3,1,"18,900,000"
ขายบ้านเดี่ยว เนื้อที่ 30.0 ตารางวา กาญจนาภิเษก 9 แยก 5 กรุงเทพมหานคร,"คันนายาว, คันนายาว, กรุงเทพมหานคร",30 ตร.ว.,3,4,"2,500,000"
ขายบ้านแฝด นันทวัน8 เลียบวารี67 รีโนเวทพร้อมอยู่,"โคกแฝด, หนองจอก, กรุงเทพมหานคร",37 ตร.ว.,4,2,"2,500,000"
ขายด่วนเดอะ แพลนท์ เอ็กซคลูซีค พัฒนาการ 44 (The Plant Exclusique Patthanakarn 44),"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",64 ตร.ว.,4,3,"18,900,000"
ขายบ้านเดี่ยว 2 ชั้น หมู่บ้านไทยศิริเหนือ บริเวณ Town in Town ลาดพร้าว,"วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร",56 ตร.ว.,2,3,"12,000,000"
ขาย/เช่า หมู่บ้านมัณฑนา บางนา กม. 7,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",66 ตร.ว.,3,2,"12,500,000"
บ้านแฝด หมู่บ้านโนเบิล เกเบิล คันโซ วัชรพล-เพิ่มสิน สร้างด้วยอิฐมอลเบาต่อเติมหลังคาหน้าบ้าน,"สายไหม, สายไหม, กรุงเทพมหานคร",36 ตร.ว.,2,1,"6,550,000"
บ้านเดี่ยว หมู่บ้าน คาซ่าวิลล์ บ้านหลังมุม ติดวอลเปเปอร์ทั้งหลัง เดินทางสะดวกบางนา-สุวรรณภูมิ,"ประเวศ, ประเวศ, กรุงเทพมหานคร",39 ตร.ว.,5,4,"5,500,000"
ขายบ้านเดี่ยว ซอยพหลโยธิน 52 บางเขน กรุงเทพมหานคร,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",93 ตร.ว.,4,4,"3,500,000"
บ้าน  5 นอน ห้องใหญ่,"ดินแดง, ดินแดง, กรุงเทพมหานคร",150 ตร.ว.,4,3,"39,000,000"
บ้านเดี่ยว4ห้องนอน5ห้องน้อพ พื้นที่ใช้สอย400ตร. ม.,"ทรายกองดินใต้, คลองสามวา, กรุงเทพมหานคร",100 ตร.ว.,3,2,"5,300,000"
ขายบ้านเดี่ยว 2 ชั้น หมู่บ้าน ทองสถิตย์วิลล่า 5 เลียบด่วนรามอินทรา ใกล้จุดขึ้นลงทางด่วนรามอินทรา-อาจณรงค์,"จรเข้บัว, ลาดพร้าว, กรุงเทพมหานคร",73 ตร.ว.,3,1,"8,800,000"
ขายทาวน์โฮม 2 ชั้น ดิ เอ็กซ์คลูซีฟ นวลจันทร์ ซอยนวลจันทร์ 56,"นวลจันทร์, บึงกุ่ม, กรุงเทพมหานคร",20.5 ตร.ว.,3,2,"2,850,000"
ขายบ้านเดี่ยวทำเลดี 2 ชั้น ม. ปิ่นเจริญ1 ซ. สรณคมน์21,"ดอนเมือง, ดอนเมือง, กรุงเทพมหานคร",45 ตร.ว.,4,5,"3,300,000"
KK02-08335 - ขายบ้านเดี่ยว   :        หมู่บ้านภัสสร 19 วัชรพล-วงแหวน กรุงเทพมหานคร (064-6654666),"สายไหม, สายไหม, กรุงเทพมหานคร",61 ตร.ว.,3,2,"4,700,000"
ขายบ้านเดี่ยว 2 ชั้น หมู่บ้านบุรีรมย์ คู้บอน 41 เนื้อที่ 43 ตรว. 3 ห้องนอน 2 ห้องน้ำ ใกล้ถนนเลียบคลองสอง รามอินทรา หทัยราษฎร์ ซาฟารี หทัยราษฎร์ พระยาสุเรนทร์ ปัญญารามอินทรา,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",43 ตร.ว.,3,2,"3,490,000"
"เค. ซี. เนเชอรัลวิลล์ ร่มเกล้า 11 บ้านเดี่ยว 53 ตร. วา, แสนแสบ, มีนบุรี","แสนแสบ, มีนบุรี, กรุงเทพมหานคร",53 ตร.ว.,3,2,"3,990,000"
บ้านเดี่ยว บ้านสร้างเอง ตลิ่งชัน อยู่ใกล้สถานีรถไฟตลิ่งชัน เดินทางเข้า-ออก ได้หลายเส้นทาง,"ตลิ่งชัน, ตลิ่งชัน, กรุงเทพมหานคร",52 ตร.ว.,6,2,"5,500,000"
ขาย บ้านแฝด 2 ชั้น สไตล์บ้านเดี่ยว หมู่บ้าน บุรีรมย์ ต้นโครงการ แต่งสวย พร้อมอยู่,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",37 ตร.ว.,3,2,"3,750,000"
ขายบ้าน ภัสสร 21 พระราม 9 – วงแหวน ลาดกระบัง,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",58 ตร.ว.,3,2,"4,500,000"
บ้าน  5 นอน ตกแต่งสวย,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",62.5 ตร.ว.,5,4,"10,900,000"
บ้าน  4 นอน ห้องใหญ่,"จอมพล, จตุจักร, กรุงเทพมหานคร",69.3 ตร.ว.,4,5,"23,500,000"
บ้าน  4 นอน ตกแต่งสวย,"ประเวศ, ประเวศ, กรุงเทพมหานคร",53 ตร.ว.,4,4,"15,000,000"
"บ้านเดี่ยว 35 ตรว มบ ปิ่นเจริญ 4 🎉🎉 
ทางไปวัดนาวง
ใครอยากได้ทำเลนี้ ทักมาค่ะ 👇👇","ดอนเมือง, ดอนเมือง, กรุงเทพมหานคร",35 ตร.ว.,2,1,"3,250,000"
ขายบ้านเดี่ยว 2 ชั้น หมู่บ้าน ลิฟวิ่ง นารา รามคำแหง - สุวรรณภูมิ ใกล้ทางด่วนถนนกาญจนาภิเษก,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",60 ตร.ว.,4,4,"5,500,000"
ขายบ้านเดี่ยวหลังมุม หมู่บ้านมัณฑนา 1 ประเวศ กรุงเทพมหานคร พร้อมอยู่,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",97 ตร.ว.,4,5,"13,500,000"
บ้าน Centro Bangna-Wongwean 3 นอน โมเดิร์น,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",52 ตร.ว.,3,2,"9,900,000"
152 ตร. ม. 3 ห้องนอน  3 ห้องน้ำ บ้านเดี่ยวสำหรับ ขาย ใน,"สะพานสูง, สะพานสูง, กรุงเทพมหานคร",38 ตร.ว.,3,3,"5,490,000"
บ้าน  5 นอน ห้องกว้าง,"ดินแดง, ดินแดง, กรุงเทพมหานคร",150 ตร.ว.,5,4,"39,000,000"
บ้าน  4 นอน ห้องกว้าง,"คลองจั่น, บางกะปิ, กรุงเทพมหานคร",87.5 ตร.ว.,4,5,"19,900,000"
ขายที่ดิน พร้อมบ้านพักอาศัย 2 หลัง เนื้อที่ 200 ตร. ว. ใกล้ตลาดสี่มุมเมือง,"ดอนเมือง, ดอนเมือง, กรุงเทพมหานคร",200 ตร.ว.,4,6,"20,000,000"
ขาย บ้านแฝด Pool Villa 4 ชั้น พระราม 9 ซอย 51,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",43 ตร.ว.,5,4,"19,500,000"
KK02-09013 - ขายบ้านเดี่ยว   :       หมู่บ้านศุภาลัย สุวรรณภูมิ กรุงเทพมหานคร (064-6654666),"ลาดกระบัง, ลาดกระบัง, กรุงเทพมหานคร",79 ตร.ว.,2,2,"5,931,000"
บ้านเดี่ยว ทรัพย์เจริญ ลำปลาทิว ลาดกระบัง ทำเลดี,"ลำปลาทิว, ลาดกระบัง, กรุงเทพมหานคร",40 ตร.ว.,4,3,"1,800,000"
